specimen_id	e-type	m-type	me-type	upright_angle	soma_distance_from_pia	estimated_shrinkage_factor	estimated_slice_angle	line_name	specimen__id	specimen__name	specimen__hemisphere	structure__id	structure__name	structure__acronym	structure_parent__id	structure_parent__acronym	structure__layer	nr__max_euclidean_distance	nr__number_stems	nr__number_bifurcations	nr__average_contraction	nr__average_parent_daughter_ratio	nr__reconstruction_type	nrwkf__id	erwkf__id	ef__fast_trough_v_long_square	ef__upstroke_downstroke_ratio_long_square	ef__adaptation	ef__f_i_curve_slope	ef__threshold_i_long_square	ef__tau	ef__avg_isi	ef__avg_firing_rate	ef__ri	ef__peak_t_ramp	ef__vrest	si__height	si__width	si__path	csl__x	csl__y	csl__z	csl__normalized_depth	cell_reporter_status	m__glif	m__biophys	m__biophys_perisomatic	m__biophys_all_active	tag__apical	tag__dendrite_type	morph_thumb_path	ephys_thumb_path	ephys_inst_thresh_thumb_path	donor__age	donor__sex	donor__disease_state	donor__race	donor__years_of_seizure_history	donor__species	donor__id	donor__name
476198393	Exc_3							Scnn1a-Tg3-Cre	476198393	Scnn1a-Tg3-Cre;Ai14-187852.03.02.01	right	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4								496603231	-42.5625038146973	3.3909861512555404	0.0508931889837846	0.0833333390856543	70.0	17.2304328794382	64.0175	15.6207287069942	203.571513295174	2.9571466666666697	-66.6489105224609				9583.1114748472	1259.60876889002	3091.71944941875	0.4624540557782079	positive	0	0	0	0	intact	spiny		/api/v2/well_known_file_download/489911414	/api/v2/well_known_file_download/491378023						Mus musculus	475849756	Scnn1a-Tg3-Cre;Ai14(IVSCC)-187852
476216637	Exc_3	Spiny_7	ME_Exc_14	218.611893957369	350.612280681042	2.69809822619	14.6249203465	Scnn1a-Tg3-Cre	476216637	Scnn1a-Tg3-Cre;Ai14-187852.05.02.01	right	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4	308.386145072959	8.0	23.0	0.875972324123163	0.838377300893462	dendrite-only	491392858.0	491200930	-46.90625	3.44171241441648	0.21918300765598997	0.17555556423987698	130.0	18.6400926441642	146.5375	6.82419175978845	180.93746900558497	3.2247049999999997	-62.4188423156738	5734.0	5749.0	/external/mousecelltypes/prod384/specimen_476216637/min_xy_476216637.aff	8972.07136744	1635.04956346	2341.0987088	0.4389347638787489	positive	0	1	1	0	intact	spiny	/api/v2/well_known_file_download/487661538	/api/v2/well_known_file_download/487637176	/api/v2/well_known_file_download/491383654						Mus musculus	475849756	Scnn1a-Tg3-Cre;Ai14(IVSCC)-187852
476218657	Exc_3	Spiny_8	ME_Exc_13	220.395289634041	431.988590875823	3.87369968202	14.464687494	Scnn1a-Tg3-Cre	476218657	Scnn1a-Tg3-Cre;Ai14-187852.04.02.01	right	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4	476.921223049709	8.0	31.0	0.8661359521544371	0.8665817264090409	dendrite-only	484775245.0	491201429	-47.812503814697294	4.50429448309541	0.0825362574140668	0.0942528731338169	130.0	19.8171190301434	103.197	9.69020417260192	156.562507152557	6.013595	-76.8808288574219	5747.0	5755.0	/external/mousecelltypes/prod382/specimen_476218657/min_xy_476218657.aff	8930.034334750551	1201.4018646789698	3024.10981901072	0.462495049688271	positive	2	2	1	1	intact	spiny	/api/v2/well_known_file_download/487661798	/api/v2/well_known_file_download/487633010	/api/v2/well_known_file_download/491383320						Mus musculus	475849756	Scnn1a-Tg3-Cre;Ai14(IVSCC)-187852
476263004	Exc_3	Spiny_10	ME_Exc_2	214.187713246513	766.174794231765	2.28309012988	23.2596908059	Scnn1a-Tg3-Cre	476263004	Scnn1a-Tg3-Cre;Ai14-187854.03.02.01	right	778	"""Primary visual area, layer 5"""	VISp5	385	VISp	5	638.654298596839	8.0	24.0	0.8541956848550971	0.973048948392005	dendrite-only	491253936.0	491201894	-55.28125	2.81659096076423	0.0696908626249255	0.177272731115007	150.0	15.370362114224	91.06142857142858	10.981597979386	172.656178474426	7.64418333333333	-77.4682312011719	7573.0	5747.0	/external/mousecelltypes/prod382/specimen_476263004/min_xy_476263004.aff	9307.0	1392.03496495237	2975.8875057730297	0.746415082088614	positive	5	1	1	0	intact	spiny	/api/v2/well_known_file_download/489405418	/api/v2/well_known_file_download/487633189	/api/v2/well_known_file_download/491380969						Mus musculus	475849760	Scnn1a-Tg3-Cre;Ai14(IVSCC)-187854
476266853	Exc_3							Scnn1a-Tg3-Cre	476266853	Scnn1a-Tg3-Cre;Ai14-187854.03.01.01	left	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4								491202097	-52.0	4.435970622014169	0.0794005506300806	0.167357913728697	180.0	15.655497418013999	45.055625	22.1947869994035	181.250125169754	4.508445	-75.1774063110352	7591.0	7577.0	/external/mousecelltypes/prod418/specimen_476266853/min_xy_476266853.aff	9125.0	1014.8429314888499	7977.68313456504	0.43007282471667996	positive	5	0	0	0	truncated	spiny		/api/v2/well_known_file_download/487637700	/api/v2/well_known_file_download/491377385						Mus musculus	475849760	Scnn1a-Tg3-Cre;Ai14(IVSCC)-187854
476269122	Exc_3							Scnn1a-Tg3-Cre	476269122	Scnn1a-Tg3-Cre;Ai14-187854.05.01.01	left	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4								491201672	-47.000003814697294	3.2145150956162407		0.114082279885953	150.0	17.4071186295327			124.68742579221701	4.67858333333333	-76.0608215332031				8276.0	957.222639511559	3176.2043887109803	0.425197727991371	positive	5	0	0	0	intact	spiny		/api/v2/well_known_file_download/491383100	/api/v2/well_known_file_download/491383102						Mus musculus	475849760	Scnn1a-Tg3-Cre;Ai14(IVSCC)-187854
476451456	Exc_3	Spiny_4	ME_Exc_17	201.956285447426	438.581991126785	2.76952515232	4.21373917661999	Nr5a1-Cre	476451456	Nr5a1-Cre;Ai14-187777.05.02.01	right	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4	422.938956696732	6.0	35.0	0.895384131863669	0.8585998953406752	dendrite-only	491392823.0	496573427	-46.937503814697294	3.64279984319332	0.0275847476963719	0.225724637681159	70.0	30.691046040560998	77.0368181818182	12.980806108059301	362.500339746475	3.6120533333333302	-74.7400665283203	5745.0	5750.0	/external/mousecelltypes/prod384/specimen_476451456/min_xy_476451456.aff	8300.9250643679	1087.5821174735302	2919.4343615605394	0.4402465237776271	negative	2	1	1	0	intact	spiny	/api/v2/well_known_file_download/487685997	/api/v2/well_known_file_download/491381479	/api/v2/well_known_file_download/491381486						Mus musculus	475849772	Nr5a1-Cre;Ai14(IVSCC)-187777
476452460	Exc_3							Nr5a1-Cre	476452460	Nr5a1-Cre;Ai14-187777.04.02.01	right	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4								491199241	-49.656253814697294	2.9546419343194996	0.0266963921359041	0.16303521561263098	80.0	17.716430120956897	71.6454166666667	13.957626970787802	158.203125	3.0665925	-74.8717956542969				8860.13330470803	1233.8581284046902	2774.9634108049895	0.404911097880158	positive	2	0	0	0	intact	spiny		/api/v2/well_known_file_download/491381754	/api/v2/well_known_file_download/491381759						Mus musculus	475849772	Nr5a1-Cre;Ai14(IVSCC)-187777
476455864	Exc_3	Spiny_3	ME_Exc_15	153.516819561437	372.201567845143	3.752675247	2.96699517289	Nr5a1-Cre	476455864	Nr5a1-Cre;Ai14-187779.04.01.01	left	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4	362.070775003465	7.0	26.0	0.91142196861586	0.890534845109463	dendrite-only	491771367.0	491199278	-45.968753814697294	3.2072917560861405	0.0408295722979475	0.258422174840085	70.0	25.7970683979287	72.7323076923077	13.7490481428209	241.562500596046	3.863725	-71.7120742797852	7589.0	5731.0	/external/mousecelltypes/prod382/specimen_476455864/min_xy_476455864.aff	8184.42334763037	1206.45334314195	8785.66047042888	0.36830338434315896	positive	0	1	1	0	intact	spiny	/api/v2/well_known_file_download/487661839	/api/v2/well_known_file_download/487616041	/api/v2/well_known_file_download/491383813						Mus musculus	475849776	Nr5a1-Cre;Ai14(IVSCC)-187779
476457450	Exc_3	Spiny_5	ME_Exc_18	209.131069019822	428.179573104734	4.13142273152	21.7107918303999	Nr5a1-Cre	476457450	Nr5a1-Cre;Ai14-187780.03.02.01	right	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4	412.74471067021597	4.0	26.0	0.863691508571932	0.8669784146408009	dendrite-only	491253860.0	491199136	-45.6875	3.23716786737683	0.0476945778402227	0.159469707443475	70.0	24.6336885047151	62.894	15.899767863389199	210.468634963036	4.1717083333333305	-75.3036117553711	7586.0	7585.0	/external/mousecelltypes/prod376/specimen_476457450/min_xy_476457450.aff	9326.14017165814	1279.43688884743	2861.16267787537	0.403732868578721	positive	2	2	1	1	intact	spiny	/api/v2/well_known_file_download/487661900	/api/v2/well_known_file_download/487617691	/api/v2/well_known_file_download/491377646						Mus musculus	475849780	Nr5a1-Cre;Ai14(IVSCC)-187780
476525478	Exc_3							Scnn1a-Tg3-Cre	476525478	Scnn1a-Tg3-Cre;Ai14-188323.04.02.01	right	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4								491202043	-48.312503814697294	3.5471908781838595	0.12972478949884197	0.11361607022127199	190.0	22.1557888882487	38.3125	26.101141924959197	144.53125	4.90545833333333	-75.2367324829102				8900.0	1232.09097563557	2878.56554687646	0.394228599853003	positive	0	0	0	0	truncated	spiny		/api/v2/well_known_file_download/491377205	/api/v2/well_known_file_download/491377207						Mus musculus	475849784	Scnn1a-Tg3-Cre;Ai14(IVSCC)-188323
476550499	Exc_2							Rorb-IRES2-Cre	476550499	Rorb-IRES2-Cre-D;Ai14-188705.05.02.01	right	778	"""Primary visual area, layer 5"""	VISp5	385	VISp	5								496603422	-39.0	2.51740696561535	0.38287738275461597	0.15357143527526002	110.0	17.7737855889599	264.316666666667	3.7833406898291098	189.68753516674	6.452355000000001	-75.4081039428711				8749.67254163021	1373.02929888114	2978.1252750269	0.622212623875255	positive	0	0	0	0	intact	spiny		/api/v2/well_known_file_download/489911563	/api/v2/well_known_file_download/491377874						Mus musculus	475849788	Rorb-IRES2-Cre-D;Ai14(IVSCC)-188705
476557750	Exc_3							Scnn1a-Tg3-Cre	476557750	Scnn1a-Tg3-Cre;Ai14-188323.03.02.01	right	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4								491201663	-48.125003814697294	3.2993565023077402	0.131189698648308	0.111507948324944	130.0	22.2336101831284	93.3492857142857	10.712454759008	152.500003576279	5.31810166666667	-74.0730209350586				9186.33811157311	1488.63362568094	2600.00164039512	0.462320297209598	positive	5	0	0	0	intact	spiny		/api/v2/well_known_file_download/491384043	/api/v2/well_known_file_download/491384045						Mus musculus	475849784	Scnn1a-Tg3-Cre;Ai14(IVSCC)-188323
476562817	Exc_3	Spiny_3	ME_Exc_17	154.80990823217	453.670530748767	4.88095238095	9.85110118714	Rorb-IRES2-Cre	476562817	Rorb-IRES2-Cre-D;Ai14-188705.03.01.01	left	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4	488.584759695357	8.0	34.0	0.895605923771673	0.7945788675820121	dendrite-only	508278935.0	491198599	-51.28125	4.29004221241129	0.0306227483982486	0.265686274509804	70.0	16.400006631577	72.3096153846154	13.829419430334301	147.187545895576	4.77297	-74.2206802368164	7578.0	7582.0	/external/mousecelltypes/prod507/specimen_476562817/min_xy_476562817.aff	8680.55216656606	1049.51097066019	8295.0791008468	0.46287499708496505	positive	5	0	0	0	intact	spiny	/api/v2/well_known_file_download/508279128	/api/v2/well_known_file_download/491376859	/api/v2/well_known_file_download/491376861						Mus musculus	475849788	Rorb-IRES2-Cre-D;Ai14(IVSCC)-188705
476615310	Inh_1							Rorb-IRES2-Cre	476615310	Rorb-IRES2-Cre-D;Ai14-188709.05.01.01	left	778	"""Primary visual area, layer 5"""	VISp5	385	VISp	5								496606235	-53.781253814697294	3.71647010681117	0.00482178044448728	0.155089293270208	110.0	8.52965758001089	72.53846153846159	13.785790031813299	157.031327486038	4.796365	-68.5474395751953	7587.0	5749.0	/external/mousecelltypes/prod389/specimen_476615310/min_xy_476615310.aff	8417.42678110542	1217.09343802326	8148.676257531891	0.698751697051667	positive	5	0	0	0		aspiny		/api/v2/well_known_file_download/491377777	/api/v2/well_known_file_download/491377780						Mus musculus	476487137	Rorb-IRES2-Cre-D;Ai14(IVSCC)-188709
476616076	Exc_3	Spiny_3	ME_Exc_17	228.546566026596	430.011995690879	2.54988856987	14.4406690908999	Rorb-IRES2-Cre	476616076	Rorb-IRES2-Cre-D;Ai14-188712.05.02.01	right	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4	443.784908319154	6.0	27.0	0.915318149123016	0.91814417783816	dendrite-only	495889952.0	491315968	-53.90625	3.5514756364821696	0.0120808066678451	0.315151524291675	50.0	28.0103153746653	56.1767647058824	17.800953921707197	215.468749403954	2.9220125	-69.87026214599611	5743.0	7590.0	/external/mousecelltypes/prod389/specimen_476616076/min_xy_476616076.aff	8907.0	1410.06491329656	2481.1655792852303	0.45159706954000606	positive	0	1	1	0	intact	spiny	/api/v2/well_known_file_download/487686099	/api/v2/well_known_file_download/491377268	/api/v2/well_known_file_download/491377271						Mus musculus	476487141	Rorb-IRES2-Cre-D;Ai14(IVSCC)-188712
476619123	Exc_3							Rorb-IRES2-Cre	476619123	Rorb-IRES2-Cre-D;Ai14-188712.06.01.01	left	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4								496605822	-49.031253814697294	2.8227330778649904	0.0229502288531322	-0.0431506897043526	30.0000019073486	37.1513622622555	52.2875	19.1250298828592	346.98659181594803	2.527525	-71.6418075561523	9430.0	7593.0	/external/mousecelltypes/prod507/specimen_476619123/min_xy_476619123.aff	7838.19361329922	1047.94907645142	8382.104360519459	0.4456036308902921	positive	0	0	0	0	truncated	spiny		/api/v2/well_known_file_download/491383637	/api/v2/well_known_file_download/491383642						Mus musculus	476487141	Rorb-IRES2-Cre-D;Ai14(IVSCC)-188712
476686112	Inh_6	Aspiny_1	ME_Inh_25	150.291974045001	310.864837883428	4.46727719455	-22.9441256	Sst-IRES-Cre	476686112	Sst-IRES-Cre;Ai14-188740.03.02.01	right	821	"""Primary visual area, layer 2/3"""	VISp2/3	385	VISp	2/3	182.756118048507	8.0	22.0	0.911180198471133	0.9436503701612919	full	657210401.0	491216145	-58.593753814697294	1.75176736697084	0.0156101257000066	0.38198275862069003	50.0	26.9092326634796	58.4721875	17.102147922890698	240.781292319298	2.619105	-64.7840728759766	7590.0	7590.0	/external/mousecelltypes/prod387/specimen_476686112/min_xy_476686112.aff	9372.740858353149	1590.75336106435	2223.27056153526	0.266963894861721	positive	5	2	1	1		aspiny	/api/v2/well_known_file_download/487686145	/api/v2/well_known_file_download/491383476	/api/v2/well_known_file_download/491383483						Mus musculus	476487145	Sst-IRES-Cre;Ai14(IVSCC)-188740
476741830	Inh_7							Sst-IRES-Cre	476741830	Sst-IRES-Cre;Ai14-188741.05.02.01	right	613	"""Lateral visual area, layer 5"""	VISl5	409	VISl	5								496605015	-64.96875	1.5295348266687099	0.369424324358425	0.0622340430566875	30.0000019073486	33.6563817661793	234.18333333333302	4.2701587075653	328.90626788139303	2.40714666666667	-76.1264419555664	7581.0	7595.0	/external/mousecelltypes/prod387/specimen_476741830/min_xy_476741830.aff	8938.63789414673	1889.6612725595	2066.1090222474	0.46569060748842606	positive	0	0	0	0		aspiny		/api/v2/well_known_file_download/491380534	/api/v2/well_known_file_download/491380538						Mus musculus	476487149	Sst-IRES-Cre;Ai14(IVSCC)-188741
476753465	Inh_6							Sst-IRES-Cre	476753465	Sst-IRES-Cre;Ai14-188742.04.02.01	right	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4								496605255	-55.500003814697294	1.61589828923934	0.0113342969253557	0.49104477611940295	70.0	16.5674139226346	25.5419736842105	39.1512422792205	230.624958872795	4.36782	-72.43812561035159	5737.0	5746.0	/external/mousecelltypes/prod571/specimen_476753465/min_xy_476753465.aff	9170.0	1589.90081746184	2419.85156113128	0.31280551240312704	positive	5	0	0	0		aspiny		/api/v2/well_known_file_download/491380844	/api/v2/well_known_file_download/491380846						Mus musculus	476487153	Sst-IRES-Cre;Ai14(IVSCC)-188742
476754635	Inh_6							Sst-IRES-Cre	476754635	Sst-IRES-Cre;Ai14-188741.06.02.01	right	33	"""Primary visual area, layer 6a"""	VISp6a	385	VISp	6a	286.91593336251	6.0	10.0	0.8783515360330608	0.8863079792817621	dendrite-only	491771389.0	496605750	-58.0625	1.47754862498551	0.00554311237643316	0.586363636363636	50.0	25.751932826813196	27.012638888888898	37.0197078528055	321.87503576278704	2.6128116666666696	-60.2379150390625	5752.0	7585.0	/external/mousecelltypes/prod387/specimen_476754635/min_xy_476754635.aff	8117.069288121079	1135.6439798721801	3579.0271373360297	0.7591226292840709	positive	0	1	1	0		sparsely spiny	/api/v2/well_known_file_download/489405416	/api/v2/well_known_file_download/491383936	/api/v2/well_known_file_download/491383938						Mus musculus	476487149	Sst-IRES-Cre;Ai14(IVSCC)-188741
476823462	Exc_3	Spiny_3	ME_Exc_16	121.850262351225	381.456212150739	2.23598595801	-12.6803834918	Rorb-IRES2-Cre	476823462	Rorb-IRES2-Cre-D;Ai14-189122.05.01.01	left	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4	368.998297948839	7.0	30.0	0.9056858429261071	0.8179495898865959	dendrite-only	508278757.0	496605240	-49.406253814697294	3.61143371920996		0.044921877197921	90.0	25.0971160249814	86.94	11.502185415228901	182.343706488609	3.3928849999999997	-75.3202590942383	5735.0	5734.0	/external/mousecelltypes/prod555/specimen_476823462/min_xy_476823462.aff	8823.998781688559	1490.1048786165697	9036.79600462649	0.459374214560315	positive	2	0	0	0	intact	spiny	/api/v2/well_known_file_download/508278851	/api/v2/well_known_file_download/491384513	/api/v2/well_known_file_download/491384517						Mus musculus	476487157	Rorb-IRES2-Cre-D;Ai14(IVSCC)-189122
477127614	Exc_3	Spiny_7	ME_Exc_14	135.677989449305	277.124847400489	2.18253968254	7.8212355065	Slc17a6-IRES-Cre	477127614	Slc17a6-IRES-Cre;Ai14-190263.04.01.01	left	821	"""Primary visual area, layer 2/3"""	VISp2/3	385	VISp	2/3	322.035802993394	8.0	14.0	0.889290116700355	0.74787906188281	full	706381807.0	496605204	-52.09375	3.7015949250317903	0.0311050607804699	0.285904390113368	30.0000019073486	35.177372972262	62.4966666666667	16.0008533788469	339.620679616928	2.4159349999999997	-72.0817794799805	5753.0	7602.0	/external/mousecelltypes/prod393/specimen_477127614/min_xy_477127614.aff	8790.232274665508	631.367960807117	7685.2842101572705	0.296861669775128	positive	2	2	1	1	intact	spiny	/api/v2/well_known_file_download/706403611	/api/v2/well_known_file_download/491383661	/api/v2/well_known_file_download/491383665						Mus musculus	476803126	Slc17a6-IRES-Cre;Ai14(IVSCC)-190263
477129850	Exc_1							Slc17a6-IRES-Cre	477129850	Slc17a6-IRES-Cre;Ai14-190263.03.02.01	right	821	"""Primary visual area, layer 2/3"""	VISp2/3	385	VISp	2/3								496282885	-49.375	3.3821239243701697		0.0408005120978938	250.0	11.496674872260801			115.625187754631	4.0091875	-70.921012878418				9573.277021419759	1470.52990567515	2415.93969306302	0.311179701503573	positive	0	0	0	0	intact	spiny		/api/v2/well_known_file_download/491376968	/api/v2/well_known_file_download/491376970						Mus musculus	476803126	Slc17a6-IRES-Cre;Ai14(IVSCC)-190263
477135941	Exc_3	Spiny_7	ME_Exc_14	158.664081005125	423.366129012499	3.03919613262	5.42051454276	Slc17a6-IRES-Cre	477135941	Slc17a6-IRES-Cre;Ai14-190263.06.01.01	left	721	"""Primary visual area, layer 4"""	VISp4	385	VISp	4	430.04737647852204	8.0	22.0	0.90333941673511	0.92393465189466	dendrite-only	491771400.0	496605265	-55.531253814697294	3.9751213547828597	0.0339882253895739	0.247727272727273	50.0	22.9289414374587	69.73192307692311	14.340634186968801	245.552986860275	2.702845	-82.93495178222659	9436.0	5750.0	/external/mousecelltypes/prod393/specimen_477135941/min_xy_477135941.aff	8370.82609441041	970.146968819648	8176.053037048491	0.43982786909305893	positive	5	2	1	1	intact	spiny	/api/v2/well_known_file_download/487686095	/api/v2/well_known_file_download/491380190	/api/v2/well_known_file_download/491380192						Mus musculus	476803126	Slc17a6-IRES-Cre;Ai14(IVSCC)-190263
477278032	Inh_1							Htr3a-Cre_NO152	477278032	Htr3a-Cre_NO152;Ai14-189162.04.02.01	right	821	"""Primary visual area, layer 2/3"""	VISp2/3	385	VISp	2/3								664733731	-53.53125	2.30321986396152	-0.0200492918137229	0.166013071895425	130.0	8.41709879624973	72.115	13.8667406226167	144.687578082085	7.23324833333333	-75.7264175415039				9100.0	796.298607995618	3344.90849077794	0.286255047471538	positive	0	0	0	0		aspiny		/api/v2/well_known_file_download/491380951	/api/v2/well_known_file_download/491380958						Mus musculus	476803098	Htr3a-Cre_NO152;Ai14(IVSCC)-189162
477490421	Inh_12							Pvalb-IRES-Cre	477490421	Pvalb-IRES-Cre;Ai14-196303.05.01.01	left	821	"""Primary visual area, layer 2/3"""	VISp2/3	385	VISp	2/3								496605881	-53.312503814697294	1.0086173928416602	0.00266888703042746	0.6610891603884951	410.0	6.76150268797737	13.6514925373134	73.25206363089721	81.87496662139891	16.055395	-70.4622573852539	5756.0	7593.0	/external/mousecelltypes/prod393/specimen_477490421/min_xy_477490421.aff	8673.730557927991	915.5869854432609	8300.575638439459	0.34436644876086897	positive	5	0	0	0		aspiny		/api/v2/well_known_file_download/491380742	/api/v2/well_known_file_download/491380744						Mus musculus	476803225	Pvalb-IRES-Cre;Ai14(IVSCC)-196303
477564985	Exc_3							Rbp4-Cre_KL100	477564985	Rbp4-Cre_KL100;Ai14-190182.03.02.01	right	778	"""Primary visual area, layer 5"""	VISp5	385	VISp	5								496605803	-45.500003814697294	2.58737842608262	0.0284554053332772	0.136880466472303	50.0	32.807554556968796	102.525	9.75371860521824	226.562425494194	3.652875	-73.2658767700195	9448.0	9465.0	/external/mousecelltypes/prod393/specimen_477564985/min_xy_477564985.aff	9420.12216647106	1635.93338889216	2799.8871933276396	0.545179110189158	positive	0	0	0	0	truncated	spiny		/api/v2/well_known_file_download/491381156	/api/v2/well_known_file_download/491381158						Mus musculus	476803122	Rbp4-Cre_KL100;Ai14(IVSCC)-190182
477862382	Exc_2							Rbp4-Cre_KL100	477862382	Rbp4-Cre_KL100;Ai14-191180.03.02.01	right	778	"""Primary visual area, layer 5"""	VISp5	385	VISp	5								491202534	-50.906253814697294	2.20965047743265	0.18923363823788603	0.170120898951035	30.0000019073486	45.36109180546289	93.7166666666667	10.6704606082163	436.71888113021896	3.47449166666667	-58.30952453613279	7590.0	5734.0	/external/mousecelltypes/prod418/specimen_477862382/min_xy_477862382.aff	9351.33869899615	1554.95534016331	2910.5236567810102	0.636527982542901	positive	0	0	0	0	truncated	spiny		/api/v2/well_known_file_download/487617924	/api/v2/well_known_file_download/491380406						Mus musculus	477490370	Rbp4-Cre_KL100;Ai14(IVSCC)-191180
477879512	Inh_1							Htr3a-Cre_NO152	477879512	Htr3a-Cre_NO152;Ai14-191534.02.02.01	right	821	"""Primary visual area, layer 2/3"""	VISp2/3	385	VISp	2/3								491201300	-57.03125	3.51974331949318	0.0153907409770024	0.186915878240421	249.99998474121102	5.76813856635863	67.4192857142857	14.832551092841198	90.4687494039536	10.0352316666667	-78.6321334838867	5736.0	5746.0	/external/mousecelltypes/prod507/specimen_477879512/min_xy_477879512.aff	9370.00000000001	977.0003651837511	3013.9275562378198	0.155616978522919	positive	5	0	0	0		aspiny		/api/v2/well_known_file_download/491378349	/api/v2/well_known_file_download/491378353						Mus musculus	477490374	Htr3a-Cre_NO152;Ai14(IVSCC)-191534
477880128	Inh_7	Aspiny_13	ME_Inh_2	160.520650632451	213.102268559218	2.66830870279	17.1719712811999	Htr3a-Cre_NO152	477880128	Htr3a-Cre_NO152;Ai14-191534.04.01.01	left	821	"""Primary visual area, layer 2/3"""	VISp2/3	385	VISp	2/3	208.046202257311	2.0	36.0	0.863418949502536	0.8000191335654108	full	543101966.0	491201690	-52.062503814697294	2.18196468599626	-0.0212183436002812	0.0305803588245596	70.0	15.346043515148802	10.9575	91.2616929044034	231.562614440918	6.20349	-66.3758010864258	7590.0	3907.0	/external/mousecelltypes/prod396/specimen_477880128/min_xy_477880128.aff	9070.0	1206.5448394036698	8896.62575088553	0.206675054737608	positive	5	0	0	0		aspiny	/api/v2/well_known_file_download/487661912	/api/v2/well_known_file_download/487612687	/api/v2/well_known_file_download/491381185						Mus musculus	477490374	Htr3a-Cre_NO152;Ai14(IVSCC)-191534
477930684	Exc_3							Rbp4-Cre_KL100	477930684	Rbp4-Cre_KL100;Ai14-191178.05.01.01	left	778	"""Primary visual area, layer 5"""	VISp5	385	VISp	5								491202848	-42.0937538146973	3.34548206295318	0.186436397421307	0.118261920504281	70.0	22.554301198477102	133.743333333333	7.477008199785679	154.218822717667	3.7831300000000003	-66.199348449707	3901.0	3896.0	/external/mousecelltypes/prod396/specimen_477930684/min_xy_477930684.aff	8938.63789414673	1013.4434594318199	7685.916830507521	0.6153138699866121	positive	0	0	0	0	truncated	spiny		/api/v2/well_known_file_download/487620354	/api/v2/well_known_file_download/491382832						Mus musculus	477840232	Rbp4-Cre_KL100;Ai14(IVSCC)-191178
477991293	Inh_1							Htr3a-Cre_NO152	477991293	Htr3a-Cre_NO152;Ai14-191528.05.01.01	left	821	"""Primary visual area, layer 2/3"""	VISp2/3	385	VISp	2/3								515384555	-46.625003814697294	3.02183142612864	0.0131235670638737	0.269935686069357	190.0	6.838217433911719	60.1221875	16.6327946733475	112.18750476837201	8.478480000000001	-70.7862167358398	9426.0	5757.0	/external/mousecelltypes/prod418/specimen_477991293/min_xy_477991293.aff	8080.0	652.4448823404509	7997.74035507726	0.218265178674547	positive	5	0	0	0		aspiny		/api/v2/well_known_file_download/483155468	/api/v2/well_known_file_download/491378454						Mus musculus	477840240	Htr3a-Cre_NO152;Ai14(IVSCC)-191528
478058328	Inh_13	Aspiny_4	ME_Inh_12	133.05417233453	845.246252062363	2.5974025974	-17.4864567729	Pvalb-IRES-Cre	478058328	Pvalb-IRES-Cre;Ai14-191322.04.02.01	right	33	"""Primary visual area, layer 6a"""	VISp6a	385	VISp	6a	253.922961435984	9.0	15.0	0.9230718316614219	0.957058435013328	full	491119271.0	491200712	-62.468753814697294	1.41064940109326	0.000193017837670898	0.749744324300972	140.0	6.324776722268389	21.4793333333333	46.5563797759087	126.09383463859601	7.9657350000000005	-70.5699081420898	5754.0	5731.0	/external/mousecelltypes/prod396/specimen_478058328/min_xy_478058328.aff	9003.0	1404.59067010548	3333.16607229287	0.8426240965947321	positive	5	2	1	1		aspiny	/api/v2/well_known_file_download/487661934	/api/v2/well_known_file_download/487623310	/api/v2/well_known_file_download/491378518						Mus musculus	477840279	Pvalb-IRES-Cre;Ai14(IVSCC)-191322
478107198	Inh_1							Htr3a-Cre_NO152	478107198	Htr3a-Cre_NO152;Ai14-192819.04.02.01	right	821	"""Primary visual area, layer 2/3"""	VISp2/3	385	VISp	2/3	99.77972417680859	7.0	33.0	0.864267432568298	0.964510320389968	dendrite-only	491119745.0	491201095	-52.40625	2.62587241895937	-0.0206421902807908	0.191622884276279	60.000003814697294	7.1456653719207095	161.30200000000002	6.19955115249656	118.906289339066	4.267035	-63.9528121948242	3896.0	3897.0	/external/mousecelltypes/prod396/specimen_478107198/min_xy_478107198.aff	8938.63789414673	766.3359284981759	8122.00588879495	0.131251546643527	positive	5	2	1	1		aspiny	/api/v2/well_known_file_download/487661925	/api/v2/well_known_file_download/487613275	/api/v2/well_known_file_download/491378530						Mus musculus	477840310	Htr3a-Cre_NO152;Ai14(IVSCC)-192819
